#id: 2907102618
#name: Oryza sativa Japonica Group - Whole organism, iBAQ ()
#score: 20.2
#description: abundance based on iBAQ, Interaction consistency score: 20.2, Coverage: 22
#organ: WHOLE_ORGANISM
#integrated: false
#coverage: 22
#link: http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013606
#publication_year: 
#filename: 39947-PXD013606_rice.txt
#
#internal_id	string_external_id	abundance
55945100	39947.Q7XUC9	14026	87786273000
55947311	39947.Q8S6F2	12359	993338607000
55927268	39947.P0C512	12240	1050015815200
55928114	39947.Q0DI00	10999	198697441000
55923741	39947.A0A0P0Y838	10660	1023342294200
55908951	39947.A0A0P0V969	9038	538331796200
55942333	39947.Q6ZBZ2	8217	31615300000
55942639	39947.Q6ZH98	7833	73139840000
55921517	39947.A0A0P0XU17	7479	15738610000
55934220	39947.Q40677	7468	223352505700
55922693	39947.A0A0P0Y1Y5	6621	207465630200
55909246	39947.A0A0P0VBL9	6003	230705352000
55927217	39947.P0C2Z6	5310	179911809700
55931707	39947.Q10N21	4798	105060235600
55932386	39947.Q2QLY5	4346	322010594400
55929928	39947.Q0J8M2	3836	11484679000
55930293	39947.Q0JCT1	3689	43672145500
55927338	39947.P18566	3554	170263260000
55932842	39947.Q2QTJ1	3553	170246372000
55929067	39947.Q0INY7	3553	170246372000
55935443	39947.Q5QLS1	3552	20748300000
55927232	39947.P0C364	3441	54795269000
55944115	39947.Q7XDC8	3321	60264007300
55932385	39947.Q2QLY4	3315	285270418000
55942420	39947.Q6ZD89	3298	86250983000
55929920	39947.Q0J8A4	3174	137675288100
55927166	39947.O64937	3120	101761128600
55927330	39947.P14717	3008	147871976700
55948379	39947.Q9SNK3	2998	118104281800
55948043	39947.Q9FE01	2989	83337392000
55927956	39947.Q0DEU8	2875	114029217900
55927183	39947.O82451	2837	53840666700
55932600	39947.Q2QNS7	2773	42223498700
55947619	39947.Q943W1	2690	73865715400
55947524	39947.Q93X08	2665	100260213700
55927329	39947.P14656	2627	43044312000
55946081	39947.Q8GTK4	2554	51133289000
55928953	39947.Q0E4K1	2512	91502626000
55927369	39947.P31924	2497	148708957000
55935731	39947.Q5VMJ3	2466	18057189800
55932560	39947.Q2QND9	2383	19953996000
55948277	39947.Q9LI00	2380	71615681100
55943941	39947.Q7X8A1	2366	78269792300
55943710	39947.Q7FAM9	2281	13263719000
55923737	39947.A0A0P0Y832	2249	185159570400
55931650	39947.Q10MP7	2212	31914809700
55927247	39947.P0C437	2198	28449457900
55933799	39947.Q2RAD9	2192	33584830500
55915933	39947.A0A0P0WRU0	2124	49451900000
55940665	39947.Q6K9N6	2123	59878470200
55922728	39947.A0A0P0Y248	2106	48443650800
55927233	39947.P0C367	2097	39399162000
55931546	39947.Q10M12	2091	49220103000
55927271	39947.P0C522	2080	72561029200
55945478	39947.Q84LK3	2025	44107775000
55942884	39947.Q6ZKC0	2024	48352763000
55940271	39947.Q6K4S7	2015	19463106000
55927420	39947.P50156	2008	8096500000
55946913	39947.Q8LNW1	2005	10520392000
55928749	39947.Q0DZE5	1928	51650527300
55927231	39947.P0C361	1898	22915880000
55940322	39947.Q6K5G8	1890	115639501500
55934236	39947.Q42971	1888	110629963900
55939532	39947.Q6F361	1839	40189617000
55947427	39947.Q8W0E6	1825	17683810000
55931177	39947.Q10D68	1824	59504425900
55927307	39947.P12085	1775	196716800400
55947479	39947.Q8W3J0	1774	36500743500
55937397	39947.Q655T1	1771	107876285200
55928510	39947.Q0DSN8	1761	9273430300
55947930	39947.Q9ASP4	1756	54313727200
55943397	39947.Q75M32	1730	19457391100
55927358	39947.P29545	1726	22492952400
55947831	39947.Q94JA2	1718	40542930500
55942466	39947.Q6ZDY8	1659	42463336600
55924866	39947.A3BLC3	1645	22535544800
55945574	39947.Q84PB4	1645	21427772000
55939839	39947.Q6H759	1612	8495478400
55927234	39947.P0C370	1610	6008696000
55935051	39947.Q5N725	1602	59755288400
55915592	39947.A0A0P0WP33	1597	96275429300
55939769	39947.Q6H6C7	1587	94565985700
55942125	39947.Q6Z8F4	1583	44704628900
55931830	39947.Q10P35	1579	100320651500
55921484	39947.A0A0P0XTT3	1565	167945809400
55927451	39947.Q01859	1551	129495476000
55943705	39947.Q7FAH2	1546	112366649100
55945847	39947.Q84ZK1	1545	23488511800
55933007	39947.Q2QWN3	1531	22326980900
55944692	39947.Q7XPR2	1520	44237298000
55932149	39947.Q10RP0	1512	71436540700
55927406	39947.P48494	1505	33824812900
55915434	39947.A0A0P0WMY2	1503	9934765500
55942699	39947.Q6ZI53	1490	53851633700
55917897	39947.A0A0P0X592	1484	4592884000
55930633	39947.Q0JI73	1457	6148500000
55927246	39947.P0C434	1456	29850686000
55937583	39947.Q65XA0	1453	25659220000
55927336	39947.P17784	1448	63265614800
55946275	39947.Q8H3I7	1441	9300068700
55928275	39947.Q0DKY4	1436	59734049000
55930728	39947.Q0JKB4	1435	126385788000
55941944	39947.Q6Z6B5	1434	16175055000
55927354	39947.P28752	1423	86648607000
55941060	39947.Q6YU90	1404	49802284300
55916110	39947.A0A0P0WTA4	1400	33584830500
55948364	39947.Q9SDG6	1395	8693671000
55945643	39947.Q84R32	1393	17808362000
55945560	39947.Q84NW1	1383	30298539000
55943789	39947.Q7G754	1375	10260585200
55946532	39947.Q8H8T0	1364	60436934800
55943637	39947.Q7F2G3	1356	28861247400
55939623	39947.Q6H4L2	1340	118552582100
55941796	39947.Q6Z4E4	1340	35697629300
55929922	39947.Q0J8G4	1330	35655904400
55945021	39947.Q7XTK1	1326	117175617900
55930129	39947.Q0JB49	1321	16230390000
55934383	39947.Q53M52	1278	89583690000
55947330	39947.Q8S7H8	1268	16921700000
55934426	39947.Q53N83	1259	25979056000
55945936	39947.Q851P9	1259	6440296000
55948307	39947.Q9LSU3	1252	23597696100
55939873	39947.Q6H7I9	1249	13896160000
55943020	39947.Q75GI3	1242	87801678000
55934901	39947.Q5JMS4	1240	22018800400
55925679	39947.B9F813	1234	39364778900
55932565	39947.Q2QNF3	1231	12112743600
55912356	39947.A0A0P0W1B6	1229	15142710000
55947949	39947.Q9AUW3	1226	21028974800
55927322	39947.P12330	1226	15338382000
55934996	39947.Q5KQH5	1224	45542378000
55927446	39947.P93438	1220	49138893800
55924993	39947.A3C6G9	1215	11747682000
55927978	39947.Q0DFC9	1215	3918410000
55927230	39947.P0C358	1198	37493277200
55931663	39947.Q10MS5	1196	12209026300
55927387	39947.P40978	1191	11029050000
55927364	39947.P30298	1191	79736418300
55938993	39947.Q6AVA8	1188	82298546000
55937167	39947.Q651T8	1181	92759895700
55929608	39947.Q0J0T7	1173	8668636200
55942483	39947.Q6ZF30	1166	14547150000
55947604	39947.Q943L2	1131	74994426000
55942313	39947.Q6ZBP3	1131	74994426000
55942376	39947.Q6ZCF3	1129	7787168000
55940801	39947.Q6L500	1123	15038920000
55947436	39947.Q8W0I1	1117	8822930000
55935739	39947.Q5VMN4	1112	23467393000
55932915	39947.Q2QV45	1107	50383505200
55945330	39947.Q7XXS3	1103	3368294000
55944193	39947.Q7XEQ3	1102	10156157600
55931684	39947.Q10MW8	1099	10534117000
55941829	39947.Q6Z4N6	1095	32280899000
55940522	39947.Q6K826	1094	17159132000
55939480	39947.Q6EUS1	1085	17241830000
55932189	39947.Q10S34	1081	66165478000
55927323	39947.P12331	1073	13311882000
55927582	39947.Q0D5P8	1068	14582145000
55947846	39947.Q94JJ0	1066	50729306000
55934276	39947.Q53JF7	1065	3327550000
55924683	39947.A3AGM4	1063	74994426000
55941804	39947.Q6Z4G3	1062	55454165000
55948300	39947.Q9LST4	1060	17140601400
55934356	39947.Q53LQ0	1055	45526581000
55935500	39947.Q5QMK7	1046	47668636000
55943299	39947.Q75L11	1046	15038920000
55935643	39947.Q5SNH7	1043	3123961000
55942030	39947.Q6Z7B0	1039	49368751200
55905708	39947.A0A0N7KJ79	1035	16574146000
55933755	39947.Q2R8Z5	1029	23649969600
55947916	39947.Q9ASE0	1020	70992214500
55939823	39947.Q6H713	1019	6223100000
55943410	39947.Q75T45	1007	13893785000
55945940	39947.Q851Q5	1006	9655562000
55935972	39947.Q5VR12	1005	20426516700
55947516	39947.Q93W07	1002	71272544500
55943006	39947.Q75G91	994	19692266000
55939232	39947.Q6ER94	993	20476670000
55932691	39947.Q2QQ48	983	18202359000
55927466	39947.Q08480	983	18238764500
55927281	39947.P0C5C9	979	16234021000
55945571	39947.Q84PA4	978	14468999200
55941905	39947.Q6Z5N4	973	32370028600
55920349	39947.A0A0P0XLP8	970	7169460000
55940386	39947.Q6K669	961	47938377600
55927409	39947.P48642	960	29435387700
55945778	39947.Q84VG0	957	13635773300
55939479	39947.Q6EUQ9	957	74816176000
55942514	39947.Q6ZFJ3	956	29324450000
55943739	39947.Q7G2B5	954	4188230000
55937584	39947.Q65XA1	951	23311559300
55927410	39947.P49027	950	11259947600
55948372	39947.Q9SE42	946	5210355800
55927334	39947.P17070	944	16460400000
55935804	39947.Q5VNT9	935	43750517000
55927344	39947.P25776	935	18393354400
55947510	39947.Q93VT8	932	41890122100
55945569	39947.Q84P96	930	20914587200
55948243	39947.Q9LGH4	929	75049509000
55947836	39947.Q94JE1	929	75049509000
55938451	39947.Q69S39	928	10526540000
55917001	39947.A0A0P0WYK7	926	16257758800
55947848	39947.Q94JJ7	925	74994426000
55948246	39947.Q9LGI2	925	74994426000
55948244	39947.Q9LGH8	925	74994426000
55947847	39947.Q94JJ4	925	74994426000
55943807	39947.Q7GBK0	925	74994426000
55945327	39947.Q7XXS0	918	9851857900
55927379	39947.P37833	916	28647993700
55941489	39947.Q6Z0I4	915	35324471000
55938129	39947.Q69JX7	908	17316758000
55939533	39947.Q6F362	905	75049509000
55933957	39947.Q336T5	904	13021907000
55928186	39947.Q0DJB9	903	24379253000
55935268	39947.Q5N9Z8	901	29457324000
55947737	39947.Q94E96	900	15050075000
55947863	39947.Q94LR9	899	25972516000
55943873	39947.Q7X720	897	61463530800
55930154	39947.Q0JBE3	894	24689169900
55927452	39947.Q01881	889	5934902000
55933348	39947.Q2R0I1	885	4114400000
55945000	39947.Q7XTE8	882	48500335500
55938567	39947.Q69TW4	882	7689377800
55942356	39947.Q6ZC69	872	20400624000
55941857	39947.Q6Z537	867	8581560000
55942424	39947.Q6ZD96	867	8581560000
55941367	39947.Q6YYW3	864	24370221000
55948262	39947.Q9LGU6	864	44289821000
55946282	39947.Q8H3Q7	863	29872448000
55932792	39947.Q2QS11	852	28432113800
55942301	39947.Q6ZBH2	851	14170264000
55948439	39947.Q9XJ54	845	6646210000
55945726	39947.Q84TA1	844	105217169200
55940554	39947.Q6K8D4	839	7909136000
55931743	39947.Q10NA9	837	117894486400
55947640	39947.Q948T6	832	20231621000
55944439	39947.Q7XJB4	827	15433670000
55945352	39947.Q7XZW5	824	10792410700
55948323	39947.Q9LWS2	823	15297710000
55931157	39947.Q10CU4	822	23845468200
55934242	39947.Q43007	822	48239152000
55946011	39947.Q852M0	816	18972691600
55931527	39947.Q10LV7	813	7280653000
55911287	39947.A0A0P0VSV2	809	3351860000
55946964	39947.Q8LQS5	806	9926200000
55941454	39947.Q6YZX6	805	42431283000
55931077	39947.Q10AZ4	803	93327268900
55940717	39947.Q6KAJ2	801	33684068900
55930218	39947.Q0JBZ7	799	10931940000
55947641	39947.Q94CM9	799	10931940000
55939470	39947.Q6EUP4	798	47567240500
55943579	39947.Q7F164	797	3052000000
55930800	39947.Q0JLK3	797	10647023000
55943612	39947.Q7F1U0	796	22500040000
55927312	39947.P12151	790	2272860000
55942572	39947.Q6ZGJ8	790	17644730000
55934243	39947.Q43008	789	15762759000
55929548	39947.Q0J0H4	788	23374324000
55938575	39947.Q69TY4	785	16148303000
55946083	39947.Q8GTK8	782	14897524500
