#id: 2102073507
#name: Medicago truncatula - Flower, iBAQ (Marxetal,natbiotechnol2016)
#score: 17.0
#description: abundance based on iBAQ, Interaction consistency score: 17.0, Coverage: 32
#organ: FLOWER
#integrated: false
#coverage: 32
#link: http://www.ncbi.nlm.nih.gov/pubmed/27748755
#publication_year: 2016
#filename: 3880-PXD002692_flower.txt
#
#internal_id	string_external_id	abundance
921345	3880.AES91072	7623	214571336800
919833	3880.AES89469	6935	86219873100
930774	3880.AET01672	5786	518500740000
925530	3880.AES96255	4308	62232857000
908049	3880.AES76851	3675	47811682700
932853	3880.AET03817	3343	10671685000
903484	3880.AES72079	2928	102034732700
911969	3880.AES80895	2924	165182233700
917982	3880.AES87546	2839	23037457000
910958	3880.AES79831	2680	22844177000
922381	3880.AES92170	2677	6537706000
918364	3880.AES87941	2636	53149806200
919104	3880.AES88707	2616	48945216060
906039	3880.AES74796	2579	11430198200
913267	3880.AES82253	2568	88846415400
922205	3880.AES91980	2521	2363885000
927348	3880.AES98118	2442	84516262200
892593	3880.AES60718	2438	68886702000
895529	3880.AES63852	2428	37935559000
903348	3880.AES71938	2367	79316992800
904883	3880.AES73572	2335	683735000
904028	3880.AES72668	2297	35729524300
892164	3880.AES60276	2282	52748324100
933593	3880.AET04597	2086	32424870900
930643	3880.AET01534	2074	25683668000
919488	3880.AES89107	2035	34560826150
934368	3880.AET05425	2023	30619838700
903454	3880.AES72049	1984	13900462100
893108	3880.AES61275	1926	8906693000
903983	3880.AES72619	1925	7609252000
895669	3880.AES63996	1910	10340609000
926980	3880.AES97744	1880	8547818600
914686	3880.AES83752	1872	16023680000
932499	3880.AET03453	1872	16023680000
923098	3880.AES93694	1870	35976733900
913776	3880.AES82810	1864	6649396000
906222	3880.AES74983	1858	14310793100
891502	3880.AES59592	1840	21597408400
906232	3880.AES74993	1806	183361667000
897929	3880.AES66343	1804	108261755400
894104	3880.AES62335	1792	49614090000
929293	3880.AET00132	1791	29647172400
902557	3880.AES71114	1747	34523414900
897823	3880.AES66232	1732	10845464300
922370	3880.AES92158	1726	21873890300
924917	3880.AES95622	1722	49686966000
934305	3880.AET05362	1721	84603348900
904148	3880.AES72796	1717	119950568900
918588	3880.AES88175	1707	10212692000
912741	3880.AES81705	1701	157192296100
897928	3880.AES66342	1697	83607078500
932517	3880.AET03471	1693	60897103000
905377	3880.AES74094	1690	10709360000
899246	3880.AES67705	1684	60623047600
895083	3880.AES63373	1681	111412168100
893528	3880.AES61724	1669	14333816600
923071	3880.AES93664	1661	19541512700
896060	3880.AES64405	1648	25681759500
934481	3880.AET05547	1644	37155923700
933108	3880.AET04086	1640	58780657800
917170	3880.AES86716	1633	4459032000
908278	3880.AES77084	1632	10349423000
911854	3880.AES80771	1618	64418409000
919197	3880.AES88800	1600	9405856700
923390	3880.AES93994	1580	25392531570
904091	3880.AES72735	1577	34707619000
891968	3880.AES60074	1546	52245627800
894887	3880.AES63164	1532	61434893500
934346	3880.AET05403	1530	21805987100
901069	3880.AES69576	1528	42917450300
896142	3880.AES64492	1521	13587452000
924849	3880.AES95552	1513	19121874400
920992	3880.AES90698	1510	28138499700
894002	3880.AES62226	1500	19245309000
911035	3880.AES79908	1491	49682802200
928334	3880.AES99144	1481	47645430400
928329	3880.AES99139	1474	75560719800
916104	3880.AES85225	1466	48120895100
894512	3880.AES62768	1462	26662482200
896964	3880.AES65350	1458	26688562720
929973	3880.AET00835	1451	144768267400
929970	3880.AET00832	1451	144768267400
904409	3880.AES73074	1448	66490549200
919639	3880.AES89262	1446	47949252600
930778	3880.AET01677	1445	214563521300
912831	3880.AES81800	1426	9944527000
